serial,name_ar,tweet_count,created_at,text,impression,key_freq,words_n
558,ديما صادق,1,12-Jun-2019,أصدقائي ، كل اللبنانية بطبيعة الحال مضايقين من ثقل النزوح السوري . هيدا حقهم. و لكن الحل ما بكون بتضخيم الأرقام  و نشر الكراهية . هيدي أرقام علمية بناء لدراسة معهد عصام فارس بتظهر قدي عّم بصير في تزوير بالحقائق بغية التضليل. بتمنى تاخدو من وقتكم اقل من دقيقة لقراءتها . مع كل الحب https://t.co/OIApL8csMJ,1,2,304
559,ديما صادق,1,27-Jan-2019,سوريون يوزعون المساعدات على اللاجئين اليونانيين عام ١٩٤٢ . https://t.co/OtjpzeFURK,1,2,82
560,نديم قطيش,1,11-Jun-2019,أما هذا الضعف الأخير فلا يقاس إلا منظوراً إليه من زاوية الأزمة العميقة التي تضرب سنّة المشرق العربي، في العراق وسوريا ولبنان، ويشعر السنّة فعلاً أنهم أقلية سياسية؛ إما نازحة، وإما مهجّرة، وإما مستتبعة، وإما محكومة بمنطق غلبة السلاح https://t.co/0WoVPlZrwR,1,1,255
561,نديم قطيش,1,8-Apr-2019,للمهمومين بإعادة النازحين السوريين، حبذا لو نيدأ بإعادة اوباش ابن أنيسة الى سوريا من مختلف الجنسيات https://t.co/Q59q6U9bUt,1,1,123
562,طلال أرسلان,1,25-Jun-2019,"أرسلان: لن تمرّ كسّارة في جبل لبنان قبل أن تمرّ كسارات الدّروز والمسيحيين
مشكلة عودة النازحين ليست في سورية بل في لبنان
https://t.co/QHzZEdhsGi https://t.co/pQnOZohHY7",-1,3,169
563,طلال أرسلان,1,16-Jun-2019,عودة #النازحين الآمنة يجب أن تكون من أولويّات الجميع لما فيه مصلحة اللبنانيين والسوريين على حدّ سواء واستغلال وضع النازحين المزري والمزايدة في الحرص عليهم يأتي في سياق شبيه لأكياس الترابة وتهريبها بصورة رخيصة لا تليق بزعامات كبيرة حريصة دائماً على البيئة وعلى الطبيعة...,-1,3,270
564,طلال أرسلان,1,23-Feb-2019,"طلال ارسلان لـ""النشرة"": الغريب سيزور سوريا مرات عديدة حتى حلّ أزمة النازحين ومواقف الرئيس عون شجاعة 
 https://t.co/vSHwuOYv1r",-1,3,126
565,طلال أرسلان,1,21-Feb-2019,زيارة الوزير الغريب إلى سوريا إنجاز مهم في مقاربة ملف النزوح بشكل عملي وجدّي وواقعي بعيداً عن الغوغائية والارتجال... فحل مشكلة النزوح هي من صلب الاهتمام المشترك اللبناني السوري لما فيه مصلحة البلدين الشقيقين...,-1,2,210
566,طلال أرسلان,1,3-Feb-2019,"أرسلان مستقبلاً المهنئين بتعيين الغريب وزيراً في خلدة: العلاقة مع سورية أكثر من طبيعية وضرورية لحل مشكلة النازحين

https://t.co/m3TiCrfArc https://t.co/7g6QgdvN4J",-1,3,164
567,طلال أرسلان,1,26-Aug-2018,أرسلان لل @OTVLebanon: لماذا المكابرة بملف اللاجئين السوريين ؟ وهل من عقل متّزن يقول أنهم لا يشكلون عبئاً على لبنان، علينا العمل بشكل جدي بموضوع عودة اللاجئين. وروسيا الاتحادية تعمل بشكل جدي على هذا الموضوع.,-1,3,207
568,طلال أرسلان,1,10-Jul-2018,ويرفضون إدراج عودة النازحين إلى سورية في البيان الوزاري للحكومة المقبلة، ممّا يؤسس إلى خلق خلاف داخلي حول موضوع النازحين، بعد أن أصبحت هذه المعضلة تحظى بتوافق شبه تام بين اللبنانيين بضرورة حلّها.,-1,4,195
569,طلال أرسلان,1,15-Jun-2018,كل من يدّعي حرصه على النازحين، كان وراء نزوحهم وتهجيرهم بمواقفه الدامية ودعواته لهدر الدماء، نحن أخبر وأعلم الناس بأوضاع سورية والحل يبدأ بعودة آمنة لهم وبالتنسيق بين الدولتين، وسبق ودعينا للتنسيق مراراً لحل هذا الملف وغيره من الملفات...,-1,4,237
570,طلال أرسلان,1,31-Jul-2016,كفى مكابرة وجهل للواقع المأزوم الذي نعيش في ظله لا بد من التفاوض سريعا مع الحكومة والجيش السوريين في بندين وهم اللاجئين وحماية الحدود,-1,1,133
571,طلال أرسلان,1,30-Jun-2016,في ظل هذه الفوضى التي تعم انتشار اللاجئين السوريين يجب على كل مواطن ان يكون خفير في مكان تواجده بالتعاون مع البلديات لمؤازرة القوى الأمنية,-1,1,138
572,جميل السيد,1,17-Jul-2019,"وزير العمل لضبط العمالة غير اللبنانية!
ضروري
ولكن الشكوى هي من مزاحمة عمالة النازح السوري وليس من عمالة اللاجئ الفلسطيني،
والخلط بينهما خطأ!
المعالجة الصحيحة للمشكلة هي بالتواصل مع سوريا لعودة النازحين إليها،
وليس بإفتعال مشكلة مع الفلسطيني!
معالي الوزير،
تواصَل مع سوريا بتنْحل..",-1,5,287
573,جميل السيد,1,24-Mar-2019,"بومبيو :
"" زرت مخيمات سورية وأعجبت بحسن الضيافة، وعلى لبنان أن يفتخر بالانسانية التي يتصرف فيها مع النازحين على أرضه""!!
رئيسه ترامب أمر ببناء جدار مع المكسيك لمنع دخول المهاجرين،
وأرسل جيشه لمواجهة ٢٠٠٠ إمرأة وطفل!!
شو النِفاق؟
أن تفرض على غيرك ما لا تقبله لنفسك!
شو رأي فلول١٤ ؟!",1,1,286
574,جميل السيد,1,20-Jan-2019,"القمّة!
بعض العرب لا يريدون عودة النازحين إلى سوريا،
ويشترطون وجود حلّ سياسي،
هكذا تريد أميركا!
والأنكى
أن معظم هؤلاء العرب ليس لديهم أي نازح سوري!
والأسوأ،
أن الحريري والمرعبي ضد عودتهم والرئيس وباسيل معها!
تماماً كما إنقسموا  ضد الإرهاب،
وتركوا الجيش مذلولاً ٦ سنوات في عرسال...",-1,2,289
575,جميل السيد,1,19-Nov-2018,"لا سجال بيننا وبين التيار الوطني الحر!
كان للوزير الصديق باسيل موقف أمام لوحة الجلاء في نهر الكلب تجاه إنسحاب سوريا،
وكان لي تعليق عليه،
وهذا التباين طبيعي!
وسأكون مع وضع لوحة تذكارية في نهر الكلب عندما تسمح أميركا والغرب لدولتنا ""المستقلّة"" بإعادة النازحين السوريين إلى بلادهم...",-1,2,284
576,جميل السيد,1,27-Jul-2018,"*سوريا أبلغت لبنان برغبتها إعادة النازحين،
نصْف دولتنا وافق ونصفه رفض،
وتجمّدت العودة!
نظم حزب الله برنامجاً للعودة،
فهرع الحريري الى الروس للتنفيذ!
*نفس الشيء مع الإرهاب!
منعوا الجيش٦سنوات عن الجرود،
بادر الحزب بعملية،
فسمح الأميركيون للجيش بالتحرك!
*سيادة!
وبتطلبوا دعسة رقبة؟!",-1,3,289
577,جميل السيد,1,22-Jul-2018,"الحريري يتوسّط روسيا وقبْلها الأمم المتحدة لإعادة النازحين!
مسافة بيروت - دمشق ١١٥ كلم،
وإلى موسكو ٣٥٠٠كلم،
أي ٣٠ مرة!
الحلّ من لبنان أوْفَر وأسْرع،
لماذا إذن اللفّ والدوران؟
لأنّ إعادة النازحين عبر دولتنا وحزب الله ببلاش،
ومن برّا بمصاري وسياسة!
والبلاش ما بيربِّح،
ما بيحبّوه...",-1,3,289
578,جميل السيد,1,6-Jul-2018,"*تآمر بعض دولتنا مع الخارج لمنع الجيش من تطهير جرود عرسال من الإرهاب
فبادر حزب الله إلى تطهيرها!
*تكرر التآمر نفسه لإبقاء النازحين بلبنان
فبادر الحزب إلى تبنّي عودتهم لسوريا!
*مشروع توطين الفلسطينيين آتٍ،
فهل سيتآمرون لتسهيله،
فيضطر حزب الله للمبادرة كون التوطين إعتداء إسرائيلي؟!",-1,3,286
579,جميل السيد,1,29-Jun-2018,"نازحون وتُجّار!
ليس سرّاً أنّ أكبر عملية نهب للمساعدات المالية والعينية للنازحين السوريين تجري من قبل جمعيات لبنانية وموظفي منظمات دولية!
أسماء وهمية ،شراء سيارات، بيع مساعدات، إيجارات وسمسرات، فواتير طبية مزوّرة...الخ
لا عجب أن تسمع أصوات لبنانية ودولية ترفض عودتهم إلى بلادهم...",-1,2,283
580,جميل السيد,1,21-May-2018,"جعجع والمستقبل قلقون من القانون السوري رقم10لأنه سيؤدي بنظرهم إلى مصادرة أملاك النازحين السوريين وبالتالي سيعقِّد عودتهم إلى بلدهم!
إذا كنتم فعلاً حريصين على أملاك النازحين السوريين في سوريا، فلماذا تمنعون عودتهم الى بلدهم؟!
أم أنّ نهب أموال المساعدات في لبنان هو أهمّ من عودتهم؟!",-1,2,282
581,جميل السيد,1,3-Nov-2017,"للعلم!
إذا ذهب النازح ليتفقّد بيته في سوريا يقطعون عنه المساعدة المالية!
هذا القرار جعل النازحين رهائن للمساعدات في لبنان بدل تسهيل عودتهم..",-1,2,142
582,جميل السيد,1,11-Oct-2017,"المستقبل والقوّات""نرفض عودة النازحين إلى نظام سوريا الذي هجّرهم""
مناطق النظام مليانة بشر،
مناطق داعش والنصرة تهجّرَت!
الغبي من إستغبى الناس!",-1,2,143
583,جميل السيد,1,5-Oct-2017,"في٢٠٠٣نزح إلينا٤٠ألفاً بعد غزو أميركا للعراق!
في٢٠٠٤نظّمنا لهم عودة طوعية رغم إحتجاج سفارة أميركا!
اليوم،
إذا خضع لبنان
لن يعود سوري لبلده..",-1,2,144
584,جميل السيد,1,14-Aug-2017,"منظمة الهجرة العالمية​:""600 ألف نازح سوري عادوا إلى سوريا هذا العام""!
وبعض تجّار النزوح عندنا
يريدون إبقاءهم غصباً عنهم
خوفاً على سلامتهم!!",-1,2,142
585,جميل السيد,1,11-Jul-2017,"سعدالحريري وجعجع:
لا مفاوضة مع سوريا لإعادة النازحين
حتى لا نُعطي شرعيّة للأسد!
يقولون في دمشق أن الأسد منذ أن سمِعَهم لم يعُد يأكل وينام...",-1,2,143
586,جميل السيد,1,5-Jul-2017,"إنقسام حكومي حول عودةالنازحين السوريين!
لسوريا سفير معتمد في لبنان والأمم المتحدة!
وزير رفض مفاوضةسوريا كي لا يعطي شرعية للأسد!
وزير وشعير؟!",-1,2,143
587,جميل السيد,1,4-Jul-2017,"فريق ١٤ سيَّب الحدود للنازحين السوريين لا رأفة بهم،
بل كسلعة سياسيةلإبتزاز الأسد!
اليوم يرفضون عودتهم لديارهم!
جعجع ما خصّك،
قعود على جنب!!",-1,2,143
588,جميل السيد,1,8-Dec-2016,"رئيس حكومة كندا بكى تأثُّراً أمام لاجئ سوري!
معظم العرب دعموا وباركوا الحرب
وتباكوا على السوريين!
بين البكاء والتباكي مسافة إسمها النفاق...",1,3,142
589,جميل السيد,1,28-Jun-2016,"تفجيرات القاع
الحكومةإستنكرت وحِداد رسمي ودقائق صمت!
النزوح السوري بيئةقديستغلها الارهاب،
المطلوب إحصاءوضبط رسمي بلا عنصرية!
غيره طقّ حنَك..",-1,3,144
590,هادي حبيش,1,12-Oct-2014,"حكومة الرئيس ميقاتي شرعت جو ايجابي تجاه النازحين السوريين و العدد خرج عن حدود المتوقع
@AlJadeed_TV @ALJADEEDNEWS @ousbou3fisa3a",1,1,128
591,هادي حبيش,1,6-Jan-2013,مسألة النازحين هي مسألة إنسانية، وقد لجأ النازحون الى لبنان فهل من المنطقي أن نطلب منهم العودة وهم هاربون من القصف والقتل والدم في سوريا,1,5,136
592,سيزار أبي خليل,1,30-Mar-2019,"#أبي_خليل لإذاعة @Sawtelmada:
ألا يعني كلام بومبيو في الكونغرس الأميركي أنه أدرك مخاطر النزوح السوري على لبنان وعلى اقتصاده بعد زيارته للبنان؟
@amale_elias",-1,2,157
593,سيزار أبي خليل,1,21-Mar-2019,"#أبي_خليل في #صار_الوقت:
بدأت عودة ١٦٥ ألف نازح سوري بالتزامن مع المواقف التي اتخذناها نحن وفخامة الرئيس
@sarelwa2et",-1,2,118
594,سيزار أبي خليل,1,22-Feb-2019,"نحن مسؤولون بالدرجة الأولى عن مصالح اللبنانيين وبعد تأمينها يمكن الالتفات للإخوان والاصدقاء.
ومن غير المقبول التساهل والتسويف والانصياع للأجندات الخارجية في ملف #النزوح_السوري والمطلوب هو اتخاذ خطوات عملية تنفيذية لا تأخذ بعين الاعتبار سوى المصلحة اللبنانية!
#عودة_النازحين https://t.co/FOTloz8K9D",-1,3,299
595,سيزار أبي خليل,1,12-Oct-2018,"#أبي_خليل لـ @hadeathsa3a
استلمنا وزارة الطاقة منذ 9 سنوات مع نقص بالإنتاج بنحو 1200 ميغاواط ومع زيادة بالكلفة فوضعنا خططاً تحولت إلى مشاريع منها ما نُفّذ ومنها ما عُرقل، ونجحنا بزيادة 707 ميغاواط على الشبكة التي لم تنهار رغم الزيادة غير الطبيعية للطلب جراء النزوح السوري",-1,2,272
596,سيزار أبي خليل,1,10-Jul-2018,"خطوتين اصلاحيتين سوف تساهمان في خفض العجز لا يزال يرفضهما وليد جنبلاط:
١- عودة النازحين السوريين الذين قوضوا الاقتصاد الوطني و ٢- اقفال صندوق المهجرين الذي فاقت كلفته ٣٠٠٠ مليار دون تحقيق العودة المطلوبة",-1,4,204
597,سيزار أبي خليل,1,23-Jun-2018,لبنان لم يتسبب بالحرب في سوريا وخيارنا الحتمي هو عودة النازحين فورياً الى المناطق الآمنة في بلادهم ولا عودة عن موقفنا الواضح,-1,2,124
598,سيزار أبي خليل,1,18-Sep-2017,#أبي_خليل لسفيرة الاتحاد الأوروبي @EUAmbLebanon: هناك واقع لا مفر منه: يتم استهلاك 486 ميغاواط بدون دفع تكلفتها بسبب أزمة النازحين السوريين,-1,3,139
599,سيزار أبي خليل,1,31-Mar-2017,النازحون السوريون يستهلكون 490 ميغاواط اي يحرمون اللبنانيين من 5 ساعات تغذية يوميا ويكلفون الدولة اللبنانية 330 مليون دولار,-1,2,123
600,سيزار أبي خليل,1,19-Mar-2017,أقمنا دراسة بالتعاون مع ال UNDP أظهرت أن النزوح السوري يستهلك 5 ساعات يومياً من الكهرباء بالإضافة إلى أنه يكبّد الدولة مبالغ كبيرة سنوياً,-1,2,137
601,ناصر ياسين,1,8-Jul-2019,"معارك القصير في #سوريا انتهت منذ حزيران ٢٠١٣، اي منذ أكثر من ٦ سنوات، وفقط الآن بدأنا نشهد عودة #اللاجئين و #النازحين ولكن بالقطارة. 

للمنظرين بقضايا العودة: 
العودة ""الآمنة"" غير مرتبطة حصراً بجغرافيا النزاع وتشمل الخوف من الاضطهاد والتعرض للثأر والخلاف حول ملكية المنازل https://t.co/vprbKeJu9v",1,1,299
602,ناصر ياسين,1,10-Jun-2019,"نشر، في وقت سابق، فيديو حول وجود فساتين في خيمة  في إحدى مخيمات #اللاجئين السوريين وتم ربط الأمر بالدعارة والاتجار بالبشر. اتهام عار من الصحة لأنه مجرد محل لبيع الألبسة كما هذه المحلات في #عرسال
#ضد_العنصرية

@oula_boutros ما رأي حضرة المستشارة؟ https://t.co/8ZflZOaH95",1,2,272
603,ناصر ياسين,1,7-Jun-2019,@offrecord مع العلم ان ٨٠% من #اللاجئين السوريين في لبنان هم نساء وأطفال,1,3,72
604,ناصر ياسين,1,6-Jun-2019,"استاذ رياض، المقارنة بالسبعينيات غير دقيقة، #اللاجئون السوريون غير مسلحين أو منظمين و ٨٠% منهم من النساء والأطفال. 

نعم، يجب علينا الوقوف ضد العقاب الجماعي لمجموعة تؤخذ بجريرة أفراد قلة منهم. هذه أحد أوجه #العنصرية ووجب عدم  تطبيعها. https://t.co/4rsdkJN0PA",1,4,260
605,ناصر ياسين,1,6-Jun-2019,"@Elie_Al_Hindy @Sobhiyanajjar @CarmenJoukhadar @carolineakoum @Lebanon24 @VdlPrograms @AnbaaOnline @dianamoukalled @Lisa_ak @timourazhari @RKouyoumjian عزيزي ايلي، 
نحن بأمس الحاجة إلى خطة وطنية واستراتيجية شاملة تُنظم ولا تمنع، تحمي ولا تقمع اللاجئين، تُسعف المجتمعات المضيفة، تخفف التوترات، وتعمل على حل دولي للقضية. 
@RKouyoumjian",1,4,335
606,ناصر ياسين,1,6-Jun-2019,"@55ghasseb @CarmenJoukhadar @Sobhiyanajjar @carolineakoum @Elie_Al_Hindy @Lebanon24 @VdlPrograms @AnbaaOnline @dianamoukalled @Lisa_ak @timourazhari عزيزي استاذ غاصب، سعيد باللقاء ولو افتراضيا

المرجعية يجب ان تكون الدولة اللبنانية، التي تطمر رأسها بالرمل ولا تتحمل مسؤولياتها لتنظيم وضع اللاجئيين والمجتمعات المضيفة. عوض تجييش اللبنانيين ضد السوريين كان الاجدى ان تنطلق الدبلوماسية اللبنانية لتضغط على المجتمع الدولي بدل محاربته",1,3,431
607,ناصر ياسين,1,31-May-2019,"@alextohme عن @Legal_Agenda 

""هذه الاجراءات تتجاوز صلاحيات البلديات، وتشكل مخالفة لحقوق أساسية للاجئين والمقيمين غير اللبنانيين في لبنان، وبوجه خاص للإعلان العالمي لحقوق الانسان والعهد الدولي الخاص بالحقوق المدنية والسياسية، فضلاً عن المعاهدات الثنائية بين لبنان وسوريا""",1,2,273
608,ناصر ياسين,1,29-May-2019,سجلت أعداد #اللاجئين السوريين العائدين إلى ديارهم عام ٢٠١٨ زيادة، لكنها تبقى متواضعة. من غير المتوقع أن تحدث عودة كبيرة للاجئين من دون استباب الأمن وقيام مؤسسات تضمن عدم تعرض العائدين للاضطهاد. https://t.co/5uSXxbuNUf,1,3,217
609,ناصر ياسين,1,22-May-2019,"العودة يا علا بحاجة إلى ظروف: أولها مصالحة، ضمن حل سياسي ما، تضمن امن العائدين، ومن ثم اعمار لتأمين أماكن لإقامتهم، وأهمها قناعة لدى دمشق وحلفاؤها بعودة المهجرين إلى ديارهم بعيدا عن تغيير وتبديل ديموغرافي في سوريا. 
٨٩% من السوريين يريدون العودة. اعملوا على تحسين ظروف العودة https://t.co/XEKyl3glj2",1,2,300
610,ناصر ياسين,1,21-May-2019,حوالي ٩٠٠،٠٠٠ نازح سوري داخل سوريا، من أصل ٦،٢ مليون نازح داخلي، يسكنون في أماكن غير مهيئة للعيش كملاذ اخير لهم. https://t.co/dLRVKLr01n,1,1,136
611,ناصر ياسين,1,15-May-2019,لا تزال عودة #اللاجئين_السوريين إلى بلدهم خجولة جداً. ويبقى الوضع الامني في #سوريا والخوف من الاضطهاد، بالإضافة إلى الوضع الاقتصادي الصعب وتردي الخدمات الأساسية من جراء الحرب والتدمير من أهم أسباب بطء مسار العودة. https://t.co/wj8tnKfAPM,1,3,237
612,ناصر ياسين,1,2-May-2019,"يبدو أن المسار الذي اتخذه المسؤولون في سدة الحكم  في #لبنان هو الطرد ""الناعم"" ل #اللاجئين #السوريين، تارة عبر منعهم عن العمل وإغلاق محلاتهم، وطورا عبر عدم تسهيل تجديد إقامتهم للحد من تحركاتهم وجعلهم عرضة للتحقيق، والان عبر إرسال العسكر لهدم مخيماتهم غير الرسمية... https://t.co/fZvOK9FViM",1,3,288
613,ناصر ياسين,1,24-Apr-2019,السيد #ربيع_الهبر يحصي عدد ارغفة الخبز التي يستهلكها #اللاجئون #السوريون في لبنان. هو لم يذكر انهم يدفعون ثمنها ولكن مجرد طرح هذا الأمر يبدو لدغدغة مشاعر  الناس. الإحصاء في خدمة الشعبوية. https://t.co/Utdz9DsEPA,1,2,211
614,ناصر ياسين,1,17-Apr-2019,@MMoursel معلوماتك غير دقيقة: ٨٠% من #اللاجئين السوريين في لبنان هم نساء وأطفال.,1,3,80
615,ناصر ياسين,1,9-Apr-2019,حصول #اللاجئين السوريين على مسكن في #سوريا يُسرع عملية عودتهم إلى ديارهم. مع تصريح أكثر من ربع اللاجئين في البلدان المجاورة لسوريا أن املاكهم مدمرة او انهم غير قادرين على تأمين مأوى لهم يجعل موضوع العودة من دون عملية إعادة الإعمار بالغة الصعوبة. https://t.co/Eq6EpgHhnu,1,3,269
616,ناصر ياسين,1,3-Apr-2019,حوالي ٦% فقط من #اللاجئين #السوريين في البلدان المجاورة لسوريا ينون العودة إلى ديارهم خلال العام القادم. الأسباب الثلاثة الأساسية التى تؤخر عودتهم: عدم الإحساس بالامن والأمان، قلة فرص العمل وسبل العيش ودمار او أضرار في منازلهم. https://t.co/UQ9lrAeP28,1,3,251
617,ناصر ياسين,1,29-Mar-2019,عملية إعادة توطين #اللاجئين السوريين من بلدان اللجوء إلى دول أخرى وافقت على قبولهم ومنحهم الاستقرار فيها تسجل انخفاضا في السنتين الماضيتين منذ أن سجلت ٤٧،٩٣٠ انتقالاً عام ٢٠١٦. إعادة التوطين في دول أكثر تقدماً واحترام التعهدات بذلك هو جزء أساسي من المسؤولية المشتركة تجاه اللاجئين https://t.co/0Tk2NktR10,1,2,304
618,ناصر ياسين,1,5-Mar-2019,اقل من ثلث التمويل المطلوب لبرامج التماسك الاجتماعي وتعزيز المعيشة ضمن إطار الخطة الإقليمية للاستجابة لحاجات #اللاجئين #السوريين والمجتمعات المضيفة تم تأمينها عام ٢٠١٨. https://t.co/ZAT5trg5BQ,1,2,192
619,ناصر ياسين,1,26-Feb-2019,الأكثرية الساحقة من #اللاجئين #السوريين في #لبنان ينظرون الى علاقتهم مع المجتمعات المضيفة اللبنانية بإيجابية. https://t.co/EwGSauZXKo,1,2,133
620,ناصر ياسين,1,3-Feb-2019,"#السوريون في #لبنان هم #لاجئون حسب كل المواثيق الدولية. البعض حاول خداع نفسه والرأي العام باستخدام عبارة #نازح لمكاسب في بورصة السياسة الداخلية. ذلك لا يقدم ولا يؤخر في ضرورة احترام لبنان للاعلان العالمي لحقوق الانسان 

على كل، العمل الجاد هو تأمين أمانهم وطوعية عودتهم إلى ديارهم https://t.co/ZdnbmTkaAO",1,2,306
621,ناصر ياسين,1,30-Jan-2019,شهدت السنة الماضية(٢٠١٨) ازدياد في إعداد #اللاجئين #السوريين في #لبنان الذين انتقلوا إلى الاقامة في أماكن غير مؤهلة كمساكن وذلك جراء ازدياد العوز وعدم القدرة على دفع ايجار منازل. الأكثرية الساحقة من #اللاجئين السوريين التي تسكن هذه الأماكن هي تحت خط الفقر. https://t.co/0MnJIWiSY2,1,3,280
622,ناصر ياسين,1,28-Jan-2019,ما يقارب ثلاثة ارباع سكان #سوريا حالياً هم في حاجة لدعم ومساعدات انسانية، من ضمنهم أكثر من ٦ مليون نازح داخل الأراضي السورية. اي نقاش عن عودة #اللاجئين السوريين إلى ديارهم يجب أن يأخذ هذه الوقائع بعين الاعتبار. https://t.co/lhMkzCbAcu,1,3,234
623,ناصر ياسين,1,23-Jan-2019,حتى ايلول - سبتمبر  ٢٠١٨، تم تمويل فقط ما يزيد عن نصف متطلبات الخطة الإقليمية للاجئين وتعزيز القدرة على مواجهة أزمة #اللجوء #السوري. لا تظهر مبادرات جدية في الافق لتقليل الفجوة التمويلية. https://t.co/BSBimSJW3Y,1,2,211
624,ناصر ياسين,1,21-Jan-2019,يشكل النساء والاطفال الأكثرية الساحقة من #اللاجئين والمجتمعات المضيفة في الدول المجاورة لسوريا https://t.co/6LIa43dJmA,1,3,118
625,ناصر ياسين,1,16-Jan-2019,"""طقس الشتاء البارد يودي بحياة ١٥ طفلاً نازحاً في #سوريا"" 

انتهى الخبر الإعلامي من منظمة اليونيسف في ١٥/١/٢٠١٩. 

يبدو أن هذه الأرض قد ضاقت على هؤلاء الأطفال. موتهم المحزن هو ندبة على جبين الحكومات وجبين منظومة الإغاثة. لم تنفع هؤلاء الأطفال مبادئ ""الرزيلينس"" ولا ""الابتكار"".. https://t.co/oiJKazhyk4",1,2,304
626,ناصر ياسين,1,7-Jan-2019,"وتشتد العاصفة: ليلة ٧ يناير/كانون الثاني في إحدى خيم #اللاجئين #السوريين في منطقة البقاع في #لبنان

Via @roubamhaissen https://t.co/DzXjRgiFnx",1,2,144
627,ناصر ياسين,1,6-Jan-2019,"لنتذكر في هذه الليلة الباردة والمثلجة أن حوالي ٣٤٠،٠٠٠ لاجئ سوري في لبنان يعيشون في مساكن وخيم غير مؤهلة للوقاية من البرد والعواصف. 

(...وهناك من لا يزال يجادل انهم لا يريدون العودة إلى ديارهم...) https://t.co/O11saREGhL",1,3,223
628,ناصر ياسين,1,3-Jan-2019,"نتمنى كم حضرة الحاكم تفاصيل احتساب الكلفة وتوضيح اثر الحرب في سوريا على الاقتصاد اللبناني من تأثير وجود اللاجئين 

@sarelwa2et 
@philabouzeid https://t.co/RROroAzJBs",1,2,168
629,ناصر ياسين,1,22-Oct-2018,"25,000 Syrian refugee children in Lebanon are working to help their families survive.

طفل سوري يعملون في لبنان لإعالة عوائلهم 25,000 https://t.co/D1PvP7c0hB",1,2,159
630,ناصر ياسين,1,17-Sep-2018,"تعليقي ضمن اخبار إذاعة ""صوت لبنان"" حول عودة #اللاجئين و #النازحين السوريين إلى #سوريا من #لبنان وحول تحديات #العودة في ظل غياب نقاش جدي داخل سوريا عن ضمان حقوق وامن وسلامة العائدين.  

https://t.co/FFg29TWiSSدفعة-جديدة-من-النازحين-السوريين-تعود-ا/",1,3,249
631,ناصر ياسين,1,5-Sep-2018,ورشة عمل تشاركية في معهد عصام فارس للسياسات العامة في الجامعة الأميركية في بيروت حول تعزيز الحق في الصحة للأشخاص ذوي الإعاقة من المجتمعات المضيفة اللبنانية و #اللاجئين #السوريين و #الفلسطينيين في #لبنان https://t.co/eZPCKZHXBa,1,2,226
632,ناصر ياسين,1,21-Jul-2018,نحن في امس الحاجة لدور اكثر فعالية للدبلوماسية اللبنانية على طريقة الراحلين رفيق #الحريري وغسان #تويني من اجل مصلحة #لبنان ولحماية حقوق اللاجئين #السوريين و #الفلسطينيين. فيا ليت #مجلس_النواب يعقد جلسة عامة او حتى متخصصة لمناقشة قضية اللجوء السوري، نقاش لم يحصل منذ بداية الازمة https://t.co/zda9QKKGXW,1,2,302
633,ناصر ياسين,1,19-Jul-2018,"يبدو انه موسم انشاء مراكز مساعدة #اللاجئين من قبل القوى الناشطة في #سوريا . الخبر من وزارة الدفاع #الروسية عن عزمها انشاء ""مركز لاستقبال وتوزيع وايواء اللاجئين"". 
السؤال هنا عن قدرة هذه القوى على احترام طوعية العودة والحقوق الأساسية لللاجئين وحمايتهم؟

https://t.co/b4PdiEwcJO https://t.co/FNXdclXPjy",1,3,303
634,ناصر ياسين,1,14-Jul-2018,"هكذا يتحول الطفل الضحية الى متهم، ويدخل ووالدته في عداد ""المجرمين"" #السوريين في لبنان ليستخدم الرقم بشكل مشبوه في الحسابات السياسية الضيقة. مجدداً نُذكر المسؤولين أن تجديد وتنظيم اقامات #اللاجئين السوريين في لبنان هو اساس حمايتهم... https://t.co/BlhraPyZbr",1,4,256
635,ناصر ياسين,1,20-Jun-2018,إعلامية صاحبة مهنية عالية تعمل في محطة اخبارية عالمية تعلق بتغريدة على تقرير إخباري غير مهني يدعي ازدياد الجريمة في #لبنان بسبب #اللاجئين #السوريين فتُفتح عليها ابواب الشتم. آن الأوان لنقاش قضية اللجوء السوري في لبنان بموضوعية، والأهم وقف تخوين كل من يرفض المواقف العنصرية https://t.co/7oJ74X0cF9,1,2,296
636,ناصر ياسين,1,18-Jun-2018,"هل منظومة قيمِنا في #لبنان باهتراء؟
بالأمس اقتلعت الشرطة طفلا من احضان أمه تنفيذا لنظام رعاية ابوي، ومُنع طفل آخر من دخول حضانة بسبب لونه وجنسه؛ وكل يوم يتعرض اللاجئون السوريون لإساءة ما، بينما تُبنى جدران فصل لبعض مخيمات الفلسطينيين؛ وتُوصد العاملات المنزليات خلف ابواب رق حديث https://t.co/o5Zjj93Vxa",1,3,303
637,ناصر ياسين,1,17-Jun-2018,"""للعمل الديبلوماسي الجدي للتأثير على المسارات السياسية لحل الازمة السورية، وتحصين الداخل لمنع التوتر بين اللاجئين والمجتمعات المضيفة"". لمتابعة الحديث الذي اجريته حول قضية #اللجوء_السوري في #لبنان وموضوع #عودة_اللاجئين ضمن برنامج كلام بيروت عبر الرابط:
https://t.co/x2Hx6AjCvk https://t.co/1nTa0XCC4B",1,2,300
