serial,user_id,name,name_ar,name_en,screen_name,location,description,tweet_count,tweet_nocount,followers_count,friends_count,account_created_at,status_id,created_at,text,naze7,impression_text,impression,cat,word,word_en,word_freq
947,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1051142506161815552,13-Oct-2018,"#باسيل: الاقتصاد يهدم على مر السنين، وهذا الاقتصاد زادت عليه مؤخراً عقوبات مجحفة واغلاق منافذ المحيط بفعل ازمة سوريا، وعبء نزوح ولجوء مليوني سوري وفلسطيني، وهذا الاقتصاد لا يمكنه ان ينهض في سنة واحدة... ويجب تحويله الى اقتصاد منتج.",TRUE,negative,-1,new,نزوح,Exodus,105
948,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1044991620184252416,26-Sep-2018,خلال الاجتماع الخاص بسوريا نبهت الى ان سياسة ربط عودة النازحين واعادة الاعمار بالحل السياسي ستفشل وستسقط لأن الاعمار سيبدا في سوريا ولو من دون موافقتكم والنازحون سيعودون ولو من دون تشجيعكم... العودة الممرحلة تستدام باعادة الاعمار وهي المفتاح للحل السياسي الآتي حتما ولو متأخرا GB https://t.co/Ji7BbXd9Jj,TRUE,negative,-1,new,نازح,displaced,624
949,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1044330316733845504,24-Sep-2018,"#باسيل: رأينا على ارض لبنان عددا كبيرا من النازحين توجهوا الى السفارة السورية للتصويت للرئيس بشار الاسد، فكيف نفسر ذلك؟ نحن لا نطالب بارغام احد على العودة ولكن نطالب بعدم تشجيع النازحين على العكس",TRUE,negative,-1,new,نازح,displaced,624
950,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1044329511758778369,24-Sep-2018,#باسيل: الحل السياسي في سوريا قد لا يتم التوصل اليه سريعا فلماذا ربط العودة به؟ وفي الاساس نحن نتحدث عن عودة آمنة وليس طوعية وبالتالي فالنازحون السياسيون ليسوا مرغمين على العودة,TRUE,negative,-1,new,نازح,displaced,624
951,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1044329000921956353,24-Sep-2018,#باسيل ردا على سؤال عن موافقة الحكومة السورية على عودة النازحين: لسنا مسؤولين في لبنان الا عما نريده والحكومة السورية تعلن انها تريد عودة النازحين ونحن نرسل لوائح وهم يقبلونهم فلنضع الامر قيد التجربة,TRUE,negative,-1,new,نازح,displaced,624
952,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1044323727511613440,24-Sep-2018,#باسيل: لبنان ليس بلد لجوء بل بلد هجرة ولا نريد ربط عودة النازحين بالحل السياسي في سوريا عكس المجتمع الدولي وهذا الربط بالنسبة الينا هو وقت يمر واندماج يتم وعودة اصعب,TRUE,negative,-1,new,نازح,displaced,624
953,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1039542977213943809,11-Sep-2018,"#باسيل: هل هكذا يكافىء لبنان بزيادة أزمة النزوح السوري على أزمة اللجوء الفلسطيني، وهل هكذا يكافىء بإعتماد سياسات الإندماج والتوطين على أرضه؟ وهل هكذا يحافظ على نموذج التنوع في العالم فيخرّب نسيجه الإنساني؟",TRUE,negative,-1,new,نزوح,Exodus,105
954,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1031481466910400512,20-Aug-2018,#باسيل: يدعو لبنان الدول الصديقة للتعاطي بواقعية مع الموضوع السوري وخاصة النازحين اذ ليس من مصلحة احد انهيار لبنان اقتصاديا تحت وطأة النزوح الثقيل,TRUE,negative,-1,new,نازح,displaced,624
955,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1031475083645255680,20-Aug-2018,#باسيل: لبنان ليس فقط مؤيدا للمبادرة الروسية بل بنجاحها عبر وضع كل امكاناته لتصب في هذا الاطار فالظروف في سوريا تغيرت ولم يعد من مبرر لبقاء النازحين وهذا ما يسهل الحل السياسي وليس العكس,TRUE,negative,-1,new,نازح,displaced,624
956,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1022534861880520704,26-Jul-2018,"#باسيل: التهديد الأكبر للصيغة اللبنانية هو النزوح السوري واللجوء الفلسطيني على أرضنا، الذي يتوجب إعادتهم سريعاً الى بلدانهم، آمنين كريمين كي لا يمس التنوع الذي هو أساس لأي حل دائم في المنطقة",TRUE,negative,-1,new,نزوح,Exodus,105
957,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1019662237030604807,18-Jul-2018,باسيل بعد افتتاح مكتب خدمات التيار الوطني الحر في كسروان: لبنان تحمل ٧ سنين موضوع النزوح السوري والتيار يتحرك وحده ونادينا بالعودة من اليوم الاول ومن يحب السوريين هو من يطالب بعودتهم الى بلدهم وإجراء مصالحة حقيقية في سوريا,TRUE,negative,-1,new,نزوح,Exodus,105
958,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1017439262646636544,12-Jul-2018,باسيل في إطلاق اللجنة المركزية لعودة النازحين: هدف اللجنة تسهيل وتشجيع العودة ومنع اي احتكاك بين الشعبين اللبناني والسوري والاتصال والعمل مع البلديات وبمرحلة ثانية مع المؤسسات وعلى رأسها الأمن العام,TRUE,negative,-1,new,نازح,displaced,624
959,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1016617239515160576,10-Jul-2018,#باسيل: قادرون على تخطي التحديات وتفكيرنا ايجابي وعلى رغم مصاعب المرحلة هناك ايجابيات فالنزوح السوري سيخف العبء الذي يسببه تدريجيا والاقتصاد سيعطى العناية اللازمة,TRUE,negative,-1,new,نازح,displaced,624
960,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1016616484909576193,10-Jul-2018,#باسيل: لم نقل ان عودة السوريين تعني حكما نهوض الاقتصاد لكن ما نقوله هو ان العبء بسبب النزوح لا يسمح للاقتصاد بالنهوض,TRUE,negative,-1,new,نزوح,Exodus,105
961,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1006826504674783232,13-Jun-2018,#باسيل: لا نقبل بعودة النازحين اذا لم تكن آمنة او ان يحصل شيء لأحدهم لا سمح الله واؤكد اننا سنبقى نعمل وانا راسلت وزير خارجية سوريا بموضوع حقوقكم بالملكية والتجنيد الالزامي فأكد لي بكتابه انهم مع العودة الآمنة والكريمة والمصالحة,TRUE,negative,-1,new,نازح,displaced,624
962,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1004786541410086912,7-Jun-2018,#باسيل: مفوضية اللاجئين تواجه السياسة اللبنانية القائمة على رفض التوطين واندماج السوريين النازحين في لبنان ورغم تنبيهنا استمرت العملية ولذلك اعلن عزمي اعتبارا من يوم غد على القيام بأول اجراء بحق المفوضية,TRUE,negative,-1,new,نازح,displaced,624
963,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1004785587436576768,7-Jun-2018,#باسيل: نعلن تصميمنا على كسر الارادة الدولية بمنع عودة النازحين وهذه القصة قصة وحدة وطنية فالسني في عكار موجوع اكثر من الماروني في البترون والسوري موجوع اكثر من الجميع وعلينا ان نداوي وجع بعضنا,TRUE,negative,-1,new,نازح,displaced,624
964,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,1004785221370286080,7-Jun-2018,#باسيل: استقبلنا اكبر شعب نازح هو الشعب السوري الجار والشقيق ومحبتنا له تقول بأن وقت العودة حان فظروفها تأمنت ولا مانع من تحقيقها الا ارادة دولية,TRUE,negative,-1,new,نازح,displaced,624
965,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,995340532195975170,12-May-2018,"#باسيل: انتصرنا لمّا طلعنا مرتين اكثر بعدد النوّاب، بس الأهم كمان مرتين بعدد الأصوات بكل لبنان (طيّب ما بتعرف تعدّ نوّاب ولا بتعرف تعدّ اصوات، كيف بدنا نعطيك وزارة فيها عدّ وحسابات متل وزارة الطاقة؟ أكيد مش رح تعرف تعدّ النازحين السوريين، ولا رح تعرف تعدّ ادّي صرنا بالادارة!)",TRUE,negative,-1,new,نازح,displaced,624
966,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,995337917194211328,12-May-2018,"#باسيل: دين علينا انّو يرجعوا النازحين على بلادهم، ولو وقفنا بوجّ كلّ المجتمع الدولي وبوجّ المتواطئين معو بالداخل، وهنّي متل ما قالوا فليحكم الاخوان، قالوا في بروكسيل فليبقى السوريون، وبوزارتن، وزارة الشؤون الاجتماعية، ما بيعملوا شي ليرجّعوا السوريين.",TRUE,negative,-1,new,نازح,displaced,624
967,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,991014825819066368,30-Apr-2018,#باسيل: لا يحق لأحد ان يعير لبنانيا آخر بالسيادة اذا لم يكن سياديا اصلا فأين هؤلاء من موضوع النزوح السوري وهم ممثلون بوزارات على علاقة بالموضوع؟,TRUE,negative,-1,new,نزوح,Exodus,105
968,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,989392852068323328,26-Apr-2018,يتحدّث وزير الخارجية والمغتربين جبران باسيل بعد جلسة مجلس الوزراء اليوم في قصر بعبدا عن بيان الاتحاد الاوروبي والامم المتحدة حول النازحين السوريين,TRUE,negative,-1,new,نازح,displaced,624
969,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,988111297375035392,22-Apr-2018,#باسيل: منذ البداية نقول اننا نواجه مؤامرة توطين النازحين لكن مشكلتنا غياب الشركاء الداخليين الذين يصوتون معنا على الورقة التي رفعناها للحكومة لتطبيق سياسة لبنانية تعيد السوريين,TRUE,negative,-1,new,نازح,displaced,624
970,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,988110898383458304,22-Apr-2018,#باسيل: هناك من يجرؤ على التنغيم بسمفونية التوطين فأين هم جميعا من موضوع النزوح واين صوتهم؟ امس اعربت مفوضية اللاجئين عن انزعاجها لأن ٤٨٠ سوريا عادوا... الم نقل لكم ان هناك مؤامرة خارجية لتوطين النازحين؟ الم نواجهها منذ البداية؟ فأين كان هؤلاء؟,TRUE,negative,-1,new,نازح,displaced,624
971,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,976373146814119936,21-Mar-2018,#باسيل: مقدمة دستورنا تحظر التوطين والدولة متمسكة بحق العودة للاجئين الفلسطينيين والنازحين السوريين ولهذا السبب ينبغي التنبه لموضوع التجنيس الجماعي,TRUE,negative,-1,new,نازح,displaced,624
972,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,974251761220366336,15-Mar-2018,"#باسيل: لبنان مدرسة في الإنسانية، لكنه لا يريد إستنساخ تجربة الفلسطينيين على السوريين. فكيف لمجتمع دولي عاجز عن الإيفاء بإلتزاماته تجاه الأونروا، أن يطلب من لبنان إدماج النازحين السوريين فيما هو يلغي المنظمة التي تعنى باللاجئين الفلسطينيين، وكأنه ينبئنا أن السيناريو نفسه سيتكرر",TRUE,negative,-1,new,نازح,displaced,624
973,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,954382452461629440,19-Jan-2018,"#باسيل من مؤتمر ""النزوح السوري في لبنان: تداعيات وحلول"":إطالة أزمة النزوح السوري تؤدي الى توطين يبدأ مقنعا وينتهي كدائم، وهو مرفوض في الدستور",TRUE,negative,-1,new,نزوح,Exodus,105
974,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,952493963067510784,14-Jan-2018,#باسيل من جبل اكروم: ليس من خلال زيارة نعد ونحقق فورا بل نحتاج الى سياسات اقتصادية  كبرى ولا قيامة لاقتصادنا دون حل ازمة النزوح السوري الذي ارهق البلد بمليون ونصف نازح,TRUE,negative,-1,new,نازح,displaced,624
975,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,930463049873575936,14-Nov-2017,باسيل: لا نريد للبنان ان يصدر المشاكل الى احد فتكفيه مشاكله وابرزها النزوح السوري,TRUE,negative,-1,new,نزوح,Exodus,105
976,166513119,Gebran Bassil,جبران باسيل‎,Gebran Bassil,Gebran_Bassil,Lebanon,Minister of Foreign Affairs of Lebanon. Member of the Lebanese Parliament. Head of the Free Patriotic Movement.,1,0,380480,202,14-Jul-2010,923961897803747328,27-Oct-2017,"باسيل: نحلّ مشكلة النزوح من خلال عودة السوريين الى سوريا وذهاب اللبنانيين اليها ليس غزواً بل اعماراً
#عنا_ايمان_باقتصادنا",TRUE,negative,-1,new,نزوح,Exodus,105
977,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1110861694404886529,27-Mar-2019,الأمل الوحيد في عودة النازحين هو بوضع الضغط على الجانب الروسي من أجل تسهيل العودة ولا أعتقد أن إعادة الإعمار لها أي علاقة بالعودة لأن اللاجئ السوري الذي يعيش في خيمة في لبنان يفضل أن يكون في خيمة إلى جانب منزله المدمّر في سوريا @rllnewsdesk,TRUE,negative,-1,new,نازح,displaced,624
978,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1110861358197862400,27-Mar-2019,حتى الآن لا زلت مقتنعاً بأن بشار الأسد لا يريد عودة النازحين وهو لا يزال يثقل كاهلهم بالكثير من القوانين كالتجنيد الإجباري وما يحصل على أرض الواقع مخالف لما صدر البارحة عن وزير الداخليّة السوري @rllnewsdesk,TRUE,negative,-1,new,نازح,displaced,624
979,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1110218496095473665,25-Mar-2019,"نعول كثيراً على زيارة الرئيس ميشال عون الى موسكو، والروس هم اول من وضع خطة لإعادة النازحين، ونحن ضد ربط عودتهم بالحل السياسي في سوريا.",TRUE,negative,-1,new,نازح,displaced,624
980,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1038822059047043074,9-Sep-2018,"في الحقيقة الجوهر المطروح ليس تطبيع العلاقات لإعادة النازحين السوريين إلى سوريا، التطبيع من أجل عودة النظام السوري إلى لبنان ونخسر بذلك مرتين: مرّة ببقاء النازحين هنا ومرّة ثانيّة بعودة النفوذ السوري لا سمح الله إلى #لبنان من جديد.",TRUE,negative,-1,new,نازح,displaced,624
981,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1038821788103438336,9-Sep-2018,"لو صحيح أن بشار الأسد يعتبر النازحين السوريين في لبنان شعبه، لكان ترجى الأمن العام اللبناني إرسال أكبر عدد ممكن منهم وباسرع وقت ممكن بغض النظر عن أي أمر آخر، في الوقت الذي ما نراه، هو العكس تمامًا.",TRUE,negative,-1,new,نازح,displaced,624
982,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1038821557647368194,9-Sep-2018,في موضوع النازحين السوريين نحن نؤيد السياسة التي يتبعها رئيس الجمهوريّة ورئيس الحكومة وسعيهما الدائم مع المراجع الدوليّة المعنيّة من أجل إعادة النازحين.,TRUE,negative,-1,new,نازح,displaced,624
983,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1032356745753120769,22-Aug-2018,"هناك نظريات قائلة إنه يجب تطبيع العلاقات مع الحكومة السوريّة من أجل تسهيل عودة النازحين. لا وجود لدولة في سوريا أو حكومة هناك، وإن أراد البعض الإعتراف بها فهذا شأنه. نحن نعترف بالدولة السوريّة إلا أن السؤال هل بشار الأسد هو من يمثل الدولة السوريّة؟
#كرمالكن",TRUE,negative,-1,new,نازح,displaced,624
984,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,1007318063761510400,14-Jun-2018,"أكّدت لممثلة المفوضية العليا للاجئين في #لبنان ميراي جيرار دعم حزب ""#القوّات_اللبنانية"" لموقف فخامة الرئيس العماد #ميشال_عون في مسألة عودة النازحين السوريين إلى وطنهم.

https://t.co/a7SHfjWQVD",TRUE,negative,-1,new,نازح,displaced,624
985,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,998594272629837824,21-May-2018,"القرار رقم 10 الذي اصدره الرئيس بشار الأسد خطير جدا ويقضي بإبقاء النازح السوري في #لبنان، وهذا يشكل خطورة بالنسبة لكل الدول المضيفة، ونطلب من الحكومة اللبنانية تكليف وزير الخارجية الاتصال بالأعضاء الدائمين في مجلس الأمن لإصدار قرار حوله.",TRUE,negative,-1,new,نازح,displaced,624
986,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,935098613985890304,27-Nov-2017,"تطرقت مع فخامة الرئيس @General_Aoun بأمور أساسية منها عودة النازحين السوريين إلى المناطق الآمنة، وبالتالي على وزارة الخارجية التنسيق مع الجهات الدولية لحل هذه المسألة.",TRUE,negative,-1,new,نازح,displaced,624
987,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,911227816351535104,22-Sep-2017,"عندما يعلم النازحين السوريين أن عودتهم مرتبطة بالتنسيق مع نظام #بشار_الأسد، فهم لن يعودوا لأن من تسبب بتهجيرهم اصلاً هو بشار الأسد نفسه.",TRUE,negative,-1,new,نازح,displaced,624
988,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,911227445549916160,22-Sep-2017,"قرار عودة النازحين السوريين قرار سيادي، وعلينا معرفة كيفية العمل لإعادتهم على الطريقة التي عملت بها تركيا.",TRUE,negative,-1,new,نازح,displaced,624
989,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,906916614037233665,10-Sep-2017,قبل أن يحاول البعض إنجاز الاتفاقيات على أنواعها او اعادة النازحين مع نظام بشار الأسد فليعيدوا لنا أسرانا ومفقودينا بالسجون السورية. #نحن_هنا,TRUE,negative,-1,new,نازح,displaced,624
990,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,883968888165335041,9-Jul-2017,"""حان وقت عودة النازحين الى سوريا"".​.. جعجع: أي تواصل مع النظام السوري من شأنه عرقلة العودة  https://t.co/NFj9atB6RN",TRUE,negative,-1,new,نازح,displaced,624
991,181906382,SAMIR GEAGEA,سمير جعجع,Samir Geagea,DRSAMIRGEAGEA,LEBANON,https://t.co/3YQKeOKqTB,1,0,485431,114,23-Aug-2010,655795271369138176,18-Oct-2015,كنا أول من أيّد استقبال اللاجئين السوريين من قبل الدولة اللبنانية للأسباباالانسانية المعروفة,FALSE,positive,1,new,إنسانية,humanity,21
992,212323715,Ahmad El Hariri,أحمد الحريري,Ahmad El Hariri,AhmadElHariri,Lebanon,@FutureMovement Secretary General,1,0,227948,314,5-Nov-2010,495977842308829185,3-Aug-2014,"عرسال التي تحتضن النازحين السوريين إنسانياً، بريئة من كل المسلحين الذين اعتدوا على الجيش اللبناني وقوى الأمن الداخلي.",TRUE,negative,-1,new,نازح,displaced,624
993,212323715,Ahmad El Hariri,أحمد الحريري,Ahmad El Hariri,AhmadElHariri,Lebanon,@FutureMovement Secretary General,1,0,227948,314,5-Nov-2010,424222559803301888,17-Jan-2014,عرسال تدفع ثمن وقوفها مع المحكمة الدولية و لإوائها النازحين السوريين #هنا_رفيق_الحريري,TRUE,negative,-1,new,نازح,displaced,624
994,212323715,Ahmad El Hariri,أحمد الحريري,Ahmad El Hariri,AhmadElHariri,Lebanon,@FutureMovement Secretary General,1,0,227948,314,5-Nov-2010,400734071128875008,13-Nov-2013,#عرسال مُستَهدَفة وهي لا تـأوي سوى #النازحين_السوريين المهجَّرين وأهلها الطيبين ساعدوهم إنما على الدولة إيلاءها الإهتمام اللازم,TRUE,negative,-1,new,نازح,displaced,624
995,212323715,Ahmad El Hariri,أحمد الحريري,Ahmad El Hariri,AhmadElHariri,Lebanon,@FutureMovement Secretary General,1,0,227948,314,5-Nov-2010,362915146739363841,1-Aug-2013,السوريون يعانون اليوم ما لا يُحتمل... نزوحُهم الى لبنان والدول المجاورة مستمر على أَشَدِّه...,TRUE,negative,-1,new,نازح,displaced,624
996,851273180,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,1086733398104834049,19-Jan-2019,الوزير معين #المرعبي: كل ما يصدر عن الوزير #باسيل في ملف #النازحين السوريين هو قرار فردي ولا يمثل الدولة اللبنانية ولا يلزم #مجلس_الوزراء https://t.co/MthrkTBTau,TRUE,negative,-1,new,نازح,displaced,624
997,851273180,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,1085181982164824064,15-Jan-2019,"المشنوق يعلن حالة #طوارىء بلدية لتخفيف معاناة #النازحين السوريين خلال #العاصفة وموجة #الصقيع:على المحافظين الإيعاز للبلديات التي في نطاقها مخيمات للنازحين السوريين، إعلان حالة طوارىء بلدية لتقديم المساعدة وتخفيف معاناتهم والإبقاء على تواصل دائم مع #الدفاع_المدني و #الصليب_الأحمر https://t.co/Nau1PU2A4i",TRUE,positive,1,new,مساعدة,help,21
998,851273180,Nohad Machnouk,نهاد المشنوق,Nohad Machnouk,NohadMachnouk,Beirut - Lebanon,Official Twitter of the Member of the Lebanese Parliament Nohad Machnouk,1,0,222714,211,28-Sep-2012,1068168555089338368,29-Nov-2018,"إستقبل #المشنوق سفير #روسيا ألكسندر #زاسبكين، وكانت جولة حول تطورات #لبنان و #سوريا والمنطقة.وبحثا ملف النازحين السوريين و #المبادرة_الروسية لإعادتهم، والتفاهمات الأمنية بين البلدين. وقد أكد #زاسبكين رغبة حكومته في أفضل العلاقات مع لبنان، خارج التجاذبات السياسية، المحلية والدولية https://t.co/hjB0ANx1y6",TRUE,negative,-1,new,نازح,displaced,624
